,mfcc_mean,chroma_mean,spectral_contrast_mean,mfcc,chroma,spectral_contrast,tempo,label
299,"[-40.422527    78.036224    -4.432039    19.580393    -0.42857462
  -0.6680554   -3.1045682   -2.3377712  -11.341015     1.7847017
 -10.457346    -1.9397967   -0.0868765    1.1672357    0.8885182
   0.5463319   -4.7843986   -1.0195247   -7.4755015   -0.5870197 ]","[0.5246076  0.37073952 0.3061603  0.37511536 0.28748065 0.34707612
 0.25459924 0.33138523 0.38147762 0.3283575  0.4862675  0.3844879 ]","[22.63267904 16.16538174 20.86094328 21.00424343 20.8024064  23.07301289
 47.81481987]","[[-458.74426 -458.74426 -458.74426 ... -458.74426 -458.74426 -458.74426]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]","[[0.8127433  0.9296042  0.84386194 ... 0.8438053  0.8845081  0.9251417 ]
 [0.7851753  0.9886267  1.         ... 1.         0.9456922  0.81605464]
 [0.7920972  0.92380935 0.9460505  ... 0.94617075 1.         1.        ]
 ...
 [0.44968367 0.42520213 0.3424957  ... 0.34217486 0.34965435 0.37252393]
 [0.48041457 0.45150283 0.43234456 ... 0.43226242 0.41095835 0.502504  ]
 [0.6031146  0.6463469  0.6405608  ... 0.6406949  0.6530197  0.694878  ]]","[[15.85928961 25.02011272 27.54972855 ... 28.0381605  18.84961789
  13.90207617]
 [ 7.4624451  13.08561006 12.95696569 ... 14.4799936   9.10103702
   7.27752797]
 [10.6782955  16.38535285 15.85876973 ... 16.21791739 14.79085869
  14.53675358]
 ...
 [14.54964755 11.94932484 14.24598854 ... 15.01920988 16.20771074
  11.25884622]
 [13.74436734 15.6826351  14.813587   ... 14.47345192 13.64315052
  12.60621669]
 [16.94791286 20.77833792 34.28035311 ... 34.28026647 21.38767358
  17.25111884]]",135.99917763157896,0
300,"[-100.30119      79.31244      -1.9504794    38.407303      3.8723316
   12.162975      4.285637      8.015742      0.16798529   10.532736
    1.6648988     1.045522     -0.47716907    1.5205325    -2.4685204
    3.584569     -1.6312228     1.3955067    -2.4231086    -3.5452962 ]","[0.39992517 0.49656367 0.39054447 0.38268226 0.42532942 0.4474187
 0.5415959  0.50203955 0.6430212  0.6256093  0.44447222 0.40191534]","[22.55292169 15.96452468 17.57131011 18.89039701 18.84803923 19.52631571
 47.61871974]","[[-502.4288 -502.4288 -502.4288 ... -502.4288 -502.4288 -502.4288]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 ...
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]]","[[0.8069905  0.9295404  0.8469331  ... 0.8468699  0.88768035 0.92361975]
 [0.77751726 0.9815047  1.         ... 1.         0.94547564 0.8152395 ]
 [0.7851211  0.9177365  0.9417912  ... 0.9419121  1.         1.        ]
 ...
 [0.44483253 0.4204578  0.3422585  ... 0.34193707 0.35019246 0.3724997 ]
 [0.4775128  0.45112917 0.43529886 ... 0.43522778 0.41423395 0.50486916]
 [0.60147387 0.6479178  0.64436746 ... 0.6445019  0.6582515  0.6984852 ]]","[[15.85928961 25.02011272 27.54972855 ... 28.03814303 18.84961687
  13.90207565]
 [ 7.4624451  13.08561006 12.95696569 ... 14.48001425  9.10103897
   7.2775343 ]
 [10.6782955  16.38535285 15.85876973 ... 16.21793255 14.79085671
  14.53674987]
 ...
 [14.54964755 11.94932484 14.24598854 ... 15.01921765 16.20769949
  11.25885398]
 [13.74436734 15.6826351  14.813587   ... 14.47344791 13.64314988
  12.60621603]
 [16.94791286 20.77833792 37.86331289 ... 37.86322683 21.38769712
  17.25113595]]",107.666015625,0
301,"[-114.90905     80.541336    15.633973    25.311886     8.608615
    8.944674    -8.462466     3.386575    -2.9980328   -3.229345
   -2.6857884    3.1426356   -4.05192     -1.3009528   -3.800234
   -2.1093102  -10.202409     0.3592248   -4.538365    -1.2654681]","[0.4271157  0.3398949  0.34634638 0.41429925 0.339312   0.383843
 0.3311557  0.43465626 0.46426547 0.32088292 0.27131268 0.27460238]","[21.33178802 18.52720888 20.75193438 18.53893456 19.6618806  19.64166686
 48.42443442]","[[-468.15823 -468.15823 -468.15823 ... -468.15823 -468.15823 -468.15823]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]","[[0.83601713 0.91034794 0.8303493  ... 0.8303165  0.86975557 0.9335587 ]
 [0.81872255 1.         1.         ... 1.         0.9488908  0.8269542 ]
 [0.82245564 0.93258363 0.96717995 ... 0.9672959  1.         1.        ]
 ...
 [0.47098747 0.43914944 0.3444365  ... 0.3441348  0.34870282 0.37543955]
 [0.49025628 0.4434311  0.42042178 ... 0.4202892  0.39910388 0.49403617]
 [0.61061025 0.62687236 0.6242519  ... 0.6243629  0.63038844 0.6826314 ]]","[[15.85928961 25.02011272 27.54972855 ... 28.03816262 18.84961687
  13.90207565]
 [ 7.4624451  13.08561006 12.95696569 ... 14.47998101  9.10103461
   7.27753234]
 [10.6782955  16.38535285 15.85876973 ... 16.21792495 14.79083364
  14.53671541]
 ...
 [14.54964755 11.94932484 14.24598854 ... 15.01922931 16.20771391
  11.25884112]
 [13.74436734 15.6826351  14.813587   ... 14.47344109 13.64315018
  12.60622219]
 [16.94791286 20.77833792 33.98173973 ... 33.98165309 21.38771097
  17.25113947]]",117.45383522727273,0
302,"[-1131.3708     0.         0.         0.         0.         0.
     0.         0.         0.         0.         0.         0.
     0.         0.         0.         0.         0.         0.
     0.         0.    ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0.],"[[-1131.3708 -1131.3708]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]]","[[0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]]","[[0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]]",117.45383522727273,0
303,"[-76.42449    93.58255     9.394546   32.862473   15.243551    5.6091933
   9.381759    5.639112    2.7179613  10.750993   -4.0094056   7.9076095
   3.6616364  11.710633    2.4357052   8.012053    0.9782206   4.9090366
   1.2741742   2.3666687]","[0.59024733 0.46670356 0.4213489  0.45054922 0.53924733 0.47470433
 0.42101237 0.47655314 0.53907424 0.5902973  0.6252284  0.7010135 ]","[22.58051653 14.59835007 18.40342359 18.77338121 20.17818416 24.41952974
 46.7552473 ]","[[-481.68784 -481.68784 -481.68784 ... -481.68784 -481.68784 -481.68784]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]","[[0.82104546 0.8943673  0.82372385 ... 0.9117418  0.8602383  0.8218273 ]
 [0.8109356  1.         1.         ... 0.92352885 1.         0.96977043]
 [0.8123574  0.9319356  0.9806253  ... 1.         0.93557894 1.        ]
 ...
 [0.46796992 0.4451299  0.34613356 ... 0.3958982  0.44877282 0.48090324]
 [0.47823152 0.43597603 0.41501498 ... 0.43466878 0.43366477 0.5679398 ]
 [0.59541535 0.6129406  0.6160622  ... 0.6760416  0.6319104  0.7012536 ]]","[[15.85928961 25.02011272 27.54972855 ... 28.47157642 24.19356026
  18.42641402]
 [ 7.4624451  13.08561006 12.95696366 ...  6.89260923  9.13215703
   4.95791763]
 [10.6782955  16.38535285 15.85876876 ... 13.05539164 12.12203775
  12.78164473]
 ...
 [14.54964755 11.94932484 14.24598951 ... 14.67969358 11.17119154
  14.57983353]
 [13.74436734 15.6826351  14.813587   ... 11.95542351 14.44754324
  15.07045845]
 [16.94791286 20.77833792 36.21439838 ... 35.8176901  22.47944204
  17.40302818]]",99.38401442307692,0
304,"[-173.79184      98.67417       6.7526474    19.223867      2.1945126
    1.9401181    -3.1372356    -0.27331418   -9.542412      5.267072
   -1.3844135     4.3191814     1.0801361     3.0768511    -1.1347777
    1.3759934    -4.432499     -0.84065926   -7.2205877    -1.7543975 ]","[0.482694   0.502182   0.48674065 0.3399888  0.36414653 0.3295488
 0.24936855 0.27551383 0.27220863 0.3504544  0.26713747 0.2932818 ]","[19.92122623 15.95592792 20.55340808 20.21302622 23.37547786 25.82328757
 47.63159308]","[[-538.4622 -538.4622 -538.4622 ... -538.4622 -538.4622 -538.4622]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 ...
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]]","[[0.83827966 0.9071091  0.82895315 ... 0.95350003 0.9397829  0.66855294]
 [0.82229006 1.         1.         ... 0.846859   0.9723635  1.        ]
 [0.8256122  0.93243897 0.96976453 ... 1.         1.         0.92568666]
 ...
 [0.4733071  0.4402949  0.34474257 ... 0.6310063  0.6069422  0.30895078]
 [0.4909767  0.4419444  0.4192652  ... 0.83334184 0.5787108  0.32327306]
 [0.6113536  0.6240371  0.62255853 ... 0.924862   0.79805213 0.48441   ]]","[[15.85928961 25.02011272 27.54972855 ... 15.05714312 24.483337
  18.80128245]
 [ 7.4624451  13.08561006 12.95696569 ... 12.15904495 13.18190521
  10.63050135]
 [10.6782955  16.38535285 15.85876973 ... 12.97852658 13.39193675
   9.06451479]
 ...
 [14.54964755 11.94932484 14.24598854 ... 13.8485657  16.37292704
   9.21780183]
 [13.74436734 15.6826351  14.813587   ... 15.4418421  15.50075819
  12.44567114]
 [16.94791286 20.77833792 39.98428486 ... 39.55428962 21.67993885
  18.3968471 ]]",151.99908088235293,0
305,"[-145.13899      69.8933        3.1642575    26.18356       1.838218
    1.2608851     1.0327106     0.66771066    2.5046117     2.9519758
   -5.5020137     7.0090623    -0.8741465     7.969312      2.1374283
    6.23163      -0.21081474    2.1395466    -2.4940054     2.0652802 ]","[0.41743156 0.3728695  0.56363577 0.42152292 0.39093933 0.47253132
 0.3674489  0.4221896  0.36613593 0.46177256 0.5442101  0.37417045]","[22.2656562  15.64955313 20.48503899 22.66370454 24.73532781 24.78452371
 47.08970817]","[[-523.9782 -523.9782 -523.9782 ... -523.9782 -523.9782 -523.9782]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 ...
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]]","[[0.83827966 0.9071091  0.82895315 ... 0.91328317 0.87003386 0.83172053]
 [0.82229006 1.         1.         ... 0.92211384 1.         0.976767  ]
 [0.8256122  0.93243897 0.96976453 ... 1.         0.9333617  1.        ]
 ...
 [0.4733071  0.4402949  0.34474257 ... 0.39182648 0.44099355 0.47934365]
 [0.4909767  0.4419444  0.4192652  ... 0.44014594 0.43942028 0.57718724]
 [0.6113536  0.6240371  0.62255853 ... 0.68743294 0.6426956  0.7054193 ]]","[[15.85928961 25.02011272 27.54972855 ... 28.47157834 24.19356054
  18.42641066]
 [ 7.4624451  13.08561006 12.95696569 ...  6.892597    9.13216627
   4.95791919]
 [10.6782955  16.38535285 15.85876973 ... 13.05539631 12.12204052
  12.7816352 ]
 ...
 [14.54964755 11.94932484 14.24598854 ... 14.6797035  11.17119105
  14.57982957]
 [13.74436734 15.6826351  14.813587   ... 11.95542624 14.44755912
  15.07046218]
 [16.94791286 20.77833792 38.36235889 ... 37.96565093 22.47947405
  17.4030402 ]]",129.19921875,0
306,"[-1131.3708     0.         0.         0.         0.         0.
     0.         0.         0.         0.         0.         0.
     0.         0.         0.         0.         0.         0.
     0.         0.    ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0.],"[[-1131.3708]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]
 [    0.    ]]","[[0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]]","[[0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]
 [0.]]",117.45383522727273,0
307,"[-50.73784     73.962425   -17.056173    28.390533    12.777304
   7.065579    -0.8841472    8.883953    -1.4481678    2.2027333
   0.9852844    2.2608843    0.08603441   2.7669377   -3.666596
   2.7183876   -1.4780643    2.2827456    0.56545633   2.8959098 ]","[0.45128822 0.47338042 0.50345564 0.44127077 0.46639138 0.45776647
 0.457018   0.43524057 0.46662775 0.4610669  0.40440792 0.44198826]","[20.25939719 14.76041829 17.95910795 18.38161922 19.52977611 21.1436386
 46.70945377]","[[-453.2604 -453.2604 -453.2604 ... -453.2604 -453.2604 -453.2604]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 ...
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]]","[[0.72569233 0.9453601  0.8956863  ... 0.94082266 0.99645466 0.91047645]
 [0.6971235  0.9011954  1.         ... 0.8093933  1.         1.        ]
 [0.7438855  0.8657869  0.85830903 ... 0.7357929  0.8219955  0.8457841 ]
 ...
 [0.3748336  0.36752427 0.34953523 ... 0.36014652 0.3013064  0.335063  ]
 [0.4537006  0.4778626  0.49817485 ... 0.47470224 0.5498275  0.5332737 ]
 [0.6416829  0.7253731  0.7150517  ... 1.         0.8092621  0.9054704 ]]","[[15.85928961 25.02011272 27.54972855 ... 18.30164021 20.30985638
  20.56939289]
 [ 7.4624451  13.08561006 12.95696569 ... 16.95650909 10.94058469
  10.00120162]
 [10.6782955  16.38535285 15.85876973 ... 17.46855748 10.3872365
  10.27717924]
 ...
 [14.54964755 11.94932484 14.24598854 ... 17.94759261 18.88763639
  13.41894324]
 [13.74436734 15.6826351  14.813587   ... 13.66703585 15.12355814
  11.88062189]
 [16.94791286 20.77833792 32.48002183 ... 32.95821741 20.53013615
  17.01050204]]",112.34714673913044,0
308,"[-114.32314    101.80956      9.374642    22.41245     -1.3627269
   13.685164    -4.984949    15.131312     1.0842229   10.191655
    8.524488     6.8443537    5.4764385    7.4096127    2.800848
    7.1231136    1.762689     5.869686     3.4545574    5.403221 ]","[0.6177464  0.42397565 0.4031085  0.452672   0.51042914 0.5626235
 0.4374425  0.4969066  0.5299029  0.40877378 0.43737036 0.44987166]","[22.6196478  15.23242174 20.3252211  21.77667322 21.43200335 22.55660536
 48.14251281]","[[-474.17737 -474.17737 -474.17737 ... -474.17737 -474.17737 -474.17737]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 ...
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]
 [   0.         0.         0.      ...    0.         0.         0.     ]]","[[0.7831253  0.9272452  0.85850203 ... 0.90432256 0.9240791  0.87158334]
 [0.747673   0.9524624  1.         ... 0.9128492  1.         1.        ]
 [0.75844    0.8935168  0.92561716 ... 0.9833258  0.9264103  0.9757536 ]
 ...
 [0.42529276 0.40227854 0.34188288 ... 0.37321967 0.41258582 0.46927056]
 [0.46465683 0.44898337 0.44766307 ... 0.4648552  0.46859792 0.6082639 ]
 [0.59641975 0.6539688  0.6596216  ... 0.7361566  0.6974714  0.7172761 ]]","[[15.85928961 25.02011272 27.54972855 ... 28.4715713  24.19355649
  18.4264137 ]
 [ 7.4624451  13.08561006 12.95696569 ...  6.89259667  9.13216029
   4.95792049]
 [10.6782955  16.38535285 15.85876973 ... 13.05538864 12.12203846
  12.78164037]
 ...
 [14.54964755 11.94932484 14.24598854 ... 14.6796882  11.1711923
  14.57982983]
 [13.74436734 15.6826351  14.813587   ... 11.95542215 14.44755208
  15.07047761]
 [16.94791286 20.77833792 35.43251198 ... 35.03580403 22.47951155
  17.40305447]]",129.19921875,0
309,"[-42.96462     70.747375     6.254382    19.014362     4.4282575
   7.6587176   -2.2185626    5.2232924    0.35666996   7.177771
  -0.9320771    8.448323     1.3117514    9.120942     1.8961897
   9.737563     1.3565784    2.852477    -1.0507994    2.2583172 ]","[0.43659613 0.4048647  0.3917837  0.49386838 0.450602   0.5264707
 0.37760198 0.41800398 0.49191582 0.41849434 0.53178173 0.3649684 ]","[24.44180049 14.95835191 19.07562093 19.76914106 20.37487863 20.13016299
 47.92741272]","[[-498.7163 -498.7163 -498.7163 ... -498.7163 -498.7163 -498.7163]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 ...
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]
 [   0.        0.        0.     ...    0.        0.        0.    ]]","[[0.80988646 0.9296025  0.84540105 ... 1.         1.         0.87960243]
 [0.78134674 0.98508537 1.         ... 0.9045006  0.83794004 0.99607337]
 [0.78860766 0.92078316 0.9439054  ... 0.95223075 0.81787705 1.        ]
 ...
 [0.44726267 0.42282307 0.3423689  ... 0.35949466 0.33525673 0.46966898]
 [0.4789891  0.4513303  0.43381113 ... 0.30670267 0.39628214 0.59965366]
 [0.6022839  0.64714056 0.64245987 ... 0.70533603 0.7827247  0.73206604]]","[[15.85928961 25.02011272 27.54972855 ... 25.56503253 22.30277477
  18.3168742 ]
 [ 7.4624451  13.08561006 12.95696569 ...  7.82598246 11.2305368
   4.75496046]
 [10.6782955  16.38535285 15.85876973 ... 17.10313834 14.42569077
   8.46223413]
 ...
 [14.54964755 11.94932484 14.24598854 ... 14.69746943 12.70784785
  12.4631887 ]
 [13.74436734 15.6826351  14.813587   ... 13.50413203 12.24410106
  15.98019889]
 [16.94791286 20.77833792 37.47403546 ... 36.71657879 22.38667014
  17.44092013]]",123.046875,0
310,"[-1131.3708     0.         0.         0.         0.         0.
     0.         0.         0.         0.         0.         0.
     0.         0.         0.         0.         0.         0.
     0.         0.    ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0.],"[[-1131.3708 -1131.3708]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]
 [    0.         0.    ]]","[[0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]]","[[0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]
 [0. 0.]]",117.45383522727273,0
